"Indikator","Ausprägung","Jahr","Raumbezug","Indikatorwert","Basiswert.1","Basiswert.2","Basiswert.3","Basiswert.4","Basiswert.5","Name.Basiswert.1","Name.Basiswert.2","Name.Basiswert.3","Name.Basiswert.4","Name.Basiswert.5"
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2016,"04 Schwabing - West",44.5,661,1487,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2016,"05 Au - Haidhausen",41.3,604,1463,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2016,"06 Sendling",45.4,377,831,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2016,"07 Sendling - Westpark",54.9,704,1283,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2016,"08 Schwanthalerhöhe",55.1,387,702,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2016,"09 Neuhausen - Nymphenburg",45.9,1061,2314,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2016,"10 Moosach",60.5,735,1214,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2016,"11 Milbertshofen - Am Hart",71.1,1055,1483,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2016,"12 Schwabing - Freimann",49.4,832,1683,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2016,"13 Bogenhausen",46.1,842,1826,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2016,"14 Berg am Laim",63,691,1097,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2016,"15 Trudering - Riem",47.9,981,2049,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2016,"16 Ramersdorf - Perlach",66,1660,2514,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2016,"17 Obergiesing - Fasangarten",55.3,662,1197,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2016,"18 Untergiesing - Harlaching",38.1,425,1116,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2016,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",49.6,1054,2127,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2016,"20 Hadern",51.1,550,1076,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2016,"21 Pasing - Obermenzing",41.6,777,1869,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2016,"22 Aubing - Lochhausen - Langwied",47.6,617,1296,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2016,"23 Allach - Untermenzing",39.3,333,848,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2016,"24 Feldmoching - Hasenbergl",59.7,905,1515,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2016,"25 Laim",54.8,568,1037,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2014,"Stadt München",49.9,16534,33103,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2014,"01 Altstadt - Lehel",37.1,136,367,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2014,"02 Ludwigsvorstadt - Isarvorstadt",37.1,354,953,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2014,"03 Maxvorstadt",43,333,774,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2014,"04 Schwabing - West",40.9,556,1359,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2014,"05 Au - Haidhausen",40.5,596,1471,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2014,"06 Sendling",45.9,361,786,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2014,"07 Sendling - Westpark",53.2,598,1124,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2014,"08 Schwanthalerhöhe",57.2,383,670,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2014,"09 Neuhausen - Nymphenburg",46.1,1007,2183,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2014,"10 Moosach",59.4,665,1119,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2014,"11 Milbertshofen - Am Hart",73.8,1090,1476,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2014,"12 Schwabing - Freimann",50.1,750,1498,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2014,"13 Bogenhausen",42.4,776,1830,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2014,"14 Berg am Laim",61.4,634,1033,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2014,"15 Trudering - Riem",48.1,1064,2212,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2014,"16 Ramersdorf - Perlach",65,1611,2479,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2014,"17 Obergiesing - Fasangarten",54.2,594,1096,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2014,"18 Untergiesing - Harlaching",38.7,418,1080,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2014,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",47.1,963,2045,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2014,"20 Hadern",52.1,583,1118,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2014,"21 Pasing - Obermenzing",40.9,789,1931,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2014,"22 Aubing - Lochhausen - Langwied",48.6,565,1162,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2014,"23 Allach - Untermenzing",35.2,292,830,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2014,"24 Feldmoching - Hasenbergl",58.9,906,1539,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2014,"25 Laim",52.7,510,968,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2013,"Stadt München",49.7,16481,33171,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2013,"01 Altstadt - Lehel",35.4,134,378,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2013,"02 Ludwigsvorstadt - Isarvorstadt",38.3,367,958,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2013,"03 Maxvorstadt",43.5,338,777,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2013,"04 Schwabing - West",40,527,1317,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2013,"05 Au - Haidhausen",42,602,1435,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2013,"06 Sendling",45.5,375,824,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2013,"07 Sendling - Westpark",52.6,576,1096,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2013,"08 Schwanthalerhöhe",55.3,357,646,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2013,"09 Neuhausen - Nymphenburg",46.8,1014,2165,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2013,"10 Moosach",59.4,667,1122,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2013,"11 Milbertshofen - Am Hart",74.7,1114,1492,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2013,"12 Schwabing - Freimann",48.8,724,1483,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2013,"13 Bogenhausen",41.5,798,1923,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2013,"14 Berg am Laim",61,594,974,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2013,"15 Trudering - Riem",48.6,1099,2260,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2013,"16 Ramersdorf - Perlach",65.6,1624,2477,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2013,"17 Obergiesing - Fasangarten",55.1,592,1075,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2013,"18 Untergiesing - Harlaching",39.4,438,1113,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2013,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",47.1,937,1990,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2013,"20 Hadern",52.2,584,1119,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2013,"21 Pasing - Obermenzing",38.3,738,1928,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2013,"22 Aubing - Lochhausen - Langwied",46.9,544,1159,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2013,"23 Allach - Untermenzing",33.6,279,831,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2013,"24 Feldmoching - Hasenbergl",56.5,903,1598,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2013,"25 Laim",53.9,556,1031,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2012,"Stadt München",49.5,16347,33037,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2012,"01 Altstadt - Lehel",36.2,124,343,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2012,"02 Ludwigsvorstadt - Isarvorstadt",37.3,351,941,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2012,"03 Maxvorstadt",45,343,762,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2012,"04 Schwabing - West",39.7,531,1338,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2012,"05 Au - Haidhausen",41.4,581,1402,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2012,"06 Sendling",46.5,391,841,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2012,"07 Sendling - Westpark",51.9,577,1111,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2012,"08 Schwanthalerhöhe",57.2,399,697,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2012,"09 Neuhausen - Nymphenburg",45.7,1001,2191,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2012,"10 Moosach",60,669,1115,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
